<RecentFiles>
  <RecentFiles>
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Program.cs" caret="45" fromTop="3" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:building.cs" caret="1021" fromTop="18" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:IceTile.cs" caret="536" fromTop="16" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:FishTile.cs" caret="883" fromTop="27" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tile.cs" caret="2832" fromTop="7" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Butters.cs" caret="2608" fromTop="34" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Game1.cs" caret="1551" fromTop="27" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:World.cs" caret="887" fromTop="3" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Penguin.cs" caret="742" fromTop="17" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Igloo.cs" caret="12" fromTop="0" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="586" fromTop="18" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="1316" fromTop="13" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="446" fromTop="15" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Camera.cs" caret="198" fromTop="6" />
  </RecentFiles>
  <RecentEdits>
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Camera.cs" caret="5914" fromTop="20" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Camera.cs" caret="8609" fromTop="32" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:World.cs" caret="15402" fromTop="15" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="1348" fromTop="7" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="5657" fromTop="24" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="2297" fromTop="25" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="621" fromTop="19" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="1563" fromTop="16" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="1070" fromTop="6" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="1695" fromTop="23" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="5398" fromTop="17" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="1447" fromTop="14" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="1914" fromTop="24" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="1876" fromTop="24" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="5635" fromTop="33" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="5017" fromTop="23" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="5174" fromTop="29" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="1073" fromTop="12" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:HUD.cs" caret="464" fromTop="16" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Febreeze.cs" caret="1337" fromTop="18" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="1182" fromTop="17" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="5589" fromTop="7" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="6915" fromTop="27" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="6915" fromTop="14" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="7675" fromTop="30" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="6915" fromTop="20" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="7211" fromTop="17" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="7516" fromTop="22" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Tower.cs" caret="6852" fromTop="8" />
    <File id="E3BE26B8-C84C-40E2-9F9B-8F8CB452E29D/f:Camera.cs" caret="5795" fromTop="16" />
  </RecentEdits>
</RecentFiles>
